Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
308388,2020-10-16 08:03:03,375534208663984,fraud_Doyle Ltd,grocery_pos,107.33,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,36f33e7b3708b486768c8bee36461783,1381910583,37.912177,-80.13886600000001,0
277075,2020-10-02 16:35:57,4102003771126577611,"fraud_Hettinger, McCullough and Fay",home,100.91,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,81eeb9a525304217dbf63f948a46e8b4,1380731757,33.087358,-97.194638,0
552080,2020-12-30 22:28:08,5456712664803820,fraud_Wilkinson LLC,personal_care,40.27,Pamela,Matthews,F,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1961-10-24,e1f8e5693c4784c14e05b71f810ef3d7,1388442488,36.622126,-105.977226,0
400152,2020-11-24 23:48:26,3526826139003047,fraud_Bartoletti and Sons,personal_care,46.27,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,e38d196883e2ff952460fc8b9782b3b0,1385336906,43.317835,-85.63183000000001,0
95919,2020-07-24 21:17:52,30199621383748,"fraud_Durgan, Gislason and Spencer",home,3.26,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,3e8d2994f30fb6a9cca5dafd758e93c6,1374700672,34.357634999999995,-95.782313,0
470714,2020-12-13 14:00:27,4302480582202074,fraud_O'Keefe-Wisoky,food_dining,18.58,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,a2b46f6639db43114231f6df604518ed,1386943227,43.28827,-86.49683900000001,0
261862,2020-09-26 00:52:46,30242921189660,fraud_Dare-Marvin,entertainment,45.71,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1958-04-06,24bb7f250a4edc9f064f1f7153c0c57d,1380156766,44.4548,-84.603521,0
460513,2020-12-10 23:28:04,30273037698427,"fraud_Ferry, Lynch and Kautzer",misc_net,217.2,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,9e3af3a1a5dda0167a434310ad2e60ed,1386718084,34.677195000000005,-92.054018,0
541128,2020-12-28 17:38:16,6517217825320610,"fraud_Yost, Schamberger and Windler",kids_pets,85.61,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,91be7c32a785c844c8b11b2d5430b917,1388252296,31.275055,-89.515552,0
499092,2020-12-19 19:53:19,2720433095629877,fraud_Dooley Inc,shopping_pos,6.84,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,4671b3e39ec9b6eafda4f2b79ff88cc4,1387482799,44.084961,-69.007131,0
47757,2020-07-07 12:14:46,3501509250702469,"fraud_Terry, Johns and Bins",misc_pos,7.98,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,5df058eff3494989071f625a276cf49c,1373199286,25.789531,-81.318789,0
412856,2020-11-30 14:07:02,4364010865167176,"fraud_Reichert, Rowe and Mraz",shopping_net,1.87,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,1b7a00077b454e8fc6c3f64ed00d9e50,1385820422,38.895772,-120.340908,0
325194,2020-10-23 18:09:16,375248307838179,fraud_Douglas-White,entertainment,10.09,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,9df318e06e8eb3f097da418ebc17b7df,1382551756,39.190199,-80.356635,0
143028,2020-08-10 10:28:41,6595970453799027,fraud_Goodwin-Nitzsche,grocery_pos,141.69,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,67ca63317408c695563d09f39d6b76db,1376130521,41.026818,-74.50953,0
325979,2020-10-24 03:54:09,2256234701263057,fraud_Botsford Ltd,shopping_pos,2507.65,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,15244b2e0cb9196ec8d859c157016f26,1382586849,42.785321,-72.72381,0
242697,2020-09-17 06:06:13,377113842678100,fraud_Heidenreich PLC,grocery_pos,133.73,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,892a1efc169a47a3d29a8a92b1ce4d38,1379397973,38.727278000000005,-75.201746,0
282284,2020-10-04 22:45:11,4926376199189801,fraud_Will Ltd,food_dining,51.1,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,3a3eeaf9766340719cfe96faecc2f29d,1380926711,36.259143,-91.14855,0
401404,2020-11-25 20:43:12,3538520143479972,fraud_Fadel Inc,health_fitness,102.86,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,83f178dfdfa7c0e559968b21c4bc5a1f,1385412192,41.097728,-84.187527,0
182833,2020-08-24 13:30:29,3504178999463051,fraud_Renner Ltd,home,10.35,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,4f9ee429ecc233dca0256f7f88a2809d,1377351029,40.67987,-84.44099399999999,0
194510,2020-08-28 20:09:40,377993105397617,fraud_Fadel Inc,health_fitness,90.14,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,e0cd3cb22a819052c0ce92e24a5d0e87,1377720580,44.276288,-88.226601,0
509406,2020-12-21 17:07:12,30273037698427,"fraud_Bahringer, Schoen and Corkery",shopping_pos,211.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,07e683d6ee93384b18841826eb7ebb31,1387645632,34.580728,-90.994056,0
341836,2020-10-31 02:31:47,4255397449664185994,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,8.84,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,1d41eeb41c699ffafd98ba9c771f5f29,1383186707,33.042019,-97.325996,0
167473,2020-08-18 16:22:05,6011504998544485,fraud_Zboncak LLC,food_dining,12.68,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,df5b12a0355d6aa2bed9ae61a2f0b40c,1376842925,32.908640000000005,-86.12691600000001,0
68947,2020-07-14 18:32:18,4917187576956394,fraud_Beier and Sons,home,8.0,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,74875,35.8759,-96.9623,1165,"Psychotherapist, child",1944-11-11,7e4a058f4645c6f882dda51f74e12e04,1373826738,36.801205,-96.220586,0
60081,2020-07-12 11:31:11,6538441737335434,"fraud_Tillman, Dickinson and Labadie",gas_transport,57.95,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,0456861f7ccaa820d39ee33da204c1cd,1373628671,41.254116,-81.109212,0
404572,2020-11-27 17:39:16,2248348993063230,"fraud_Hermiston, Russel and Price",food_dining,27.72,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,31705ba513654703708711ec5e1b1d75,1385573956,41.47946,-81.855488,0
321150,2020-10-21 09:44:06,583699482621,fraud_Schmidt and Sons,shopping_net,405.23,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,96a8bee351520eb7a18655f362fb7f01,1382348646,44.577429,-88.556066,0
347464,2020-11-02 12:00:47,3583635130604947,fraud_Hammes-Beatty,kids_pets,21.33,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,a4d02dfc3e99f0b0bea6d889a628bf35,1383393647,39.053491,-74.07934499999999,0
185449,2020-08-25 03:20:38,2248735346244816,fraud_Bednar Group,misc_net,9.4,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,0a582efbe15881460a0a82b1007b06f3,1377400838,39.312532,-99.934727,0
495798,2020-12-18 22:03:51,30143713661454,fraud_Wilkinson PLC,kids_pets,42.18,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,b6fbca564f78bb787145785b38cc7083,1387404231,49.226919,-95.921816,0
406726,2020-11-28 21:40:54,4683638447911,"fraud_Roberts, Daniel and Macejkovic",kids_pets,48.77,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,f6962ec18151977ea7a1816035df75ab,1385674854,29.955116,-91.658028,0
306609,2020-10-15 07:54:39,213124978348176,fraud_Rempel Inc,shopping_net,5.84,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,bf3a80f6d50c57946d609aab9300f4fe,1381823679,42.106837,-78.094864,0
193080,2020-08-28 05:25:15,30434173205605,fraud_McDermott-Weimann,grocery_pos,123.21,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,62cccf8fba235a77847d8f26d2c60d59,1377667515,45.127014,-123.892145,0
314848,2020-10-19 04:26:52,4745996322265,"fraud_Olson, Becker and Koch",gas_transport,52.63,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,b77bc3ec02d8bcbb5982c3f641c1c215,1382156812,41.85851,-86.836052,0
394310,2020-11-23 03:01:36,3575789281659026,"fraud_Ferry, Reichel and DuBuque",grocery_net,28.76,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,9d430079cdb3181d8962775fd830dbf7,1385175696,39.236557,-94.453812,0
278542,2020-10-03 11:56:02,180031190491743,fraud_Murray-Smitham,grocery_pos,219.46,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,0c7b7dbac788616ab86fa2312ef7dd54,1380801362,30.726813,-88.279547,0
422334,2020-12-01 23:51:34,676245600876,"fraud_Hettinger, McCullough and Fay",home,82.04,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,7ac0e3791a870f990bfecae70f71b055,1385941894,27.677785,-80.910595,0
543372,2020-12-29 01:15:19,630425673344,fraud_Ledner-Pfannerstill,gas_transport,49.38,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,995585640dd70c1af43ebfeda4991b40,1388279719,39.001919,-79.856081,0
427581,2020-12-03 17:43:37,30143535920989,fraud_Wisozk and Sons,misc_pos,17.62,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,4d91eeecfbb9255ba7115209603d564f,1386092617,40.318874,-75.828271,0
487246,2020-12-16 13:10:38,36913587729122,fraud_Ullrich Ltd,kids_pets,11.36,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,e3898a24c6fe68650f205a90c18dfde3,1387199438,44.471657,-116.118657,0
182576,2020-08-24 12:08:18,6011348830550197,"fraud_Turner, Ziemann and Lehner",food_dining,8.3,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,5646a4a1c03bf24f0dcc364e0116f7cd,1377346098,33.62733,-87.25766,0
97149,2020-07-25 12:31:28,370818583810103,"fraud_Okuneva, Schneider and Rau",shopping_pos,6.24,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1976-01-10,5734cc6b97de32fb85f8e42602581194,1374755488,40.337503000000005,-79.4375,0
380,2020-06-21 14:22:49,180048185037117,fraud_Kassulke PLC,shopping_net,3.12,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,d6fc2038a4e43f2fa4e7951f28538337,1371824569,39.975851,-74.427575,0
226140,2020-09-10 01:06:47,343819048608995,fraud_Smith-Stokes,misc_pos,5.3,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,bf57695ae6d13ae1d1a2df76ef8ad955,1378775207,42.07869,-93.42995,0
419722,2020-12-01 15:39:27,3577794103155425,"fraud_Goyette, Howell and Collier",shopping_pos,366.65,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,930d61aab97270167bb809270149f62e,1385912367,48.687305,-97.428558,0
230852,2020-09-12 14:37:06,340951438290556,"fraud_Watsica, Haag and Considine",shopping_pos,5.79,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,82dfa88753f8529aee6a4077e2f2033d,1378996626,41.281956,-74.825978,0
232106,2020-09-13 04:23:44,3564182536169293,fraud_Conroy-Cruickshank,gas_transport,63.41,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),1962-03-04,989a0bf56e979250b0fc51e833f27a31,1379046224,40.231385,-82.51759100000001,0
531558,2020-12-27 00:34:42,4169388510116,"fraud_Ferry, Lynch and Kautzer",misc_net,4.33,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,98df503b91567c9fe7bf5a0cac921768,1388104482,43.232816,-77.955606,0
435847,2020-12-05 22:35:19,30235268718158,"fraud_Hauck, Dietrich and Funk",kids_pets,69.87,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,60f67cbefc0b76c3ac25e81bf7b6d80d,1386282919,41.092913,-74.444406,0
89005,2020-07-21 19:16:23,4634955908138648,fraud_Klein Group,entertainment,15.45,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,362d708bc5727a819e389347ac1ff422,1374434183,42.036443,-96.061291,0
167722,2020-08-18 17:36:15,30234966027947,fraud_Hamill-D'Amore,health_fitness,172.05,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,b1167f73e4d491f897683b3fee3c0e05,1376847375,43.971408,-88.27255600000001,0
457505,2020-12-10 03:00:32,213161231269724,fraud_Hackett-Lueilwitz,grocery_pos,87.29,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,7a7aab2aead4d54db9a6a48e25ed16a2,1386644432,35.034802,-85.388888,0
58283,2020-07-11 19:34:58,4586260469584,"fraud_Nicolas, Hills and McGlynn",entertainment,61.42,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,86ff94e08aad67e42f0a2fda8f16d963,1373571298,40.098481,-96.005112,0
260810,2020-09-25 13:17:00,375248307838179,fraud_Skiles LLC,home,24.82,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,18a8b3128eb35c6bb4d65d1dee992e9d,1380115020,39.207673,-80.720023,0
242707,2020-09-17 06:17:03,3518669219150142,fraud_Torp-Labadie,gas_transport,64.67,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,77ecf259ae01da8e1635c0a8bc3865f8,1379398623,39.828028,-84.18776700000001,0
139410,2020-08-09 10:28:43,4512828414983801773,fraud_Mraz-Herzog,gas_transport,77.47,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,f242a190b7df2510186985787cb8185d,1376044123,40.624864,-79.890918,0
370780,2020-11-12 11:52:44,4104312520615374,fraud_Lockman Ltd,grocery_pos,99.43,Brooke,Rodriguez,F,901 Todd Gardens Apt. 466,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,79b1e593d3e766722c37142f9b658de5,1384257164,34.359395,-116.197939,0
47608,2020-07-07 11:14:40,4900628639996,fraud_Bauch-Raynor,grocery_pos,85.73,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,f78e34d22550564aea71140a5dc46664,1373195680,33.094118,-118.910912,0
248840,2020-09-20 11:29:11,3565196229855512,fraud_Zboncak LLC,food_dining,52.47,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,62a407c8736f8ca516e4fb9d4e05a0e6,1379676551,39.535468,-93.578866,0
233736,2020-09-13 18:25:23,36722699017270,fraud_Collier LLC,home,29.32,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,a18fe6c4e7c3ebc742c996c058fbba46,1379096723,32.7516,-111.214344,0
312311,2020-10-18 07:51:53,571844099986,fraud_Doyle Ltd,grocery_pos,118.56,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,ac5987ea8ce58de3dccc6e1b30cf58ee,1382082713,37.692826,-85.348702,0
70618,2020-07-15 09:17:53,36485887555770,"fraud_Towne, Walker and Borer",grocery_net,82.38,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,5287e2d50d4877b7c37fb480c0cdcf89,1373879873,41.342521000000005,-82.321499,0
148062,2020-08-11 16:29:11,3576431665303017,"fraud_Hagenes, Kohler and Hoppe",food_dining,201.06,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,fbcdb017d50a25c098a0821c61c3b82e,1376238551,33.888872,-111.28686,0
25521,2020-06-29 20:50:04,4958589671582726883,fraud_Pollich LLC,home,1.66,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,130f954376a608731df10ec55b473e65,1372539004,38.47341,-77.389882,0
333203,2020-10-26 22:15:26,4789911625179723,fraud_O'Hara-Wilderman,food_dining,109.99,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,4ce4a8b82d9e7fcb33aeb408c0316709,1382825726,40.140318,-72.478553,0
24727,2020-06-29 17:01:25,4855488158131690372,"fraud_Feil, Hilpert and Koss",food_dining,54.61,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,3368dcf0354fab069230e085835653b8,1372525285,44.391451,-72.747045,0
135558,2020-08-07 22:06:32,675961917837,"fraud_Windler, Goodwin and Kovacek",home,84.53,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,f57d93fb49e81c88ddde75dca6030409,1375913192,40.333459000000005,-96.78623,0
460752,2020-12-11 01:13:30,3573030041201292,fraud_Kuhic Inc,grocery_pos,159.16,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,b0fa3d4f165969ebc21f01909ab25b61,1386724410,41.26248,-110.267723,0
528140,2020-12-26 03:46:04,6596735789587928,fraud_Pouros-Haag,shopping_pos,2.36,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,828b54bd4d205f1114bce6fa8bc8f433,1388029564,44.826412,-93.239743,0
286716,2020-10-06 10:18:33,6544734391390261,"fraud_Herman, Treutel and Dickens",misc_net,4.51,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,15aecf2b29bfb72612c8dbb224aa1c14,1381054713,41.215601,-87.196283,0
44131,2020-07-06 14:15:33,5359543825610251,fraud_Kassulke Inc,entertainment,46.55,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,80ec517d4fcd2138a57dec02bcf7b911,1373120133,45.439503,-111.041655,0
529738,2020-12-26 14:49:10,375974680629816,fraud_Hamill-D'Amore,health_fitness,262.68,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,b4f8f9fab98ed0a89fd4d11daca08ff3,1388069350,42.319223,-72.973537,0
518353,2020-12-23 05:10:06,4099707841315751,"fraud_Ferry, Lynch and Kautzer",misc_net,1.15,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,7d897d2ed908967e6b7ca3434a9cee5c,1387775406,38.653828,-79.244029,0
112729,2020-07-30 15:09:36,2305336922781618,fraud_Jakubowski Group,food_dining,43.81,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,f5d4c14f8730696c985e7f59d6a09665,1375196976,40.240938,-91.936565,0
421019,2020-12-01 19:46:17,4926376199189801,fraud_Klein Group,entertainment,73.96,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,0db6ddc4ad7ef2c70c45cc7379ad6cf3,1385927177,36.082724,-91.279446,0
347122,2020-11-02 08:42:29,376445266762684,fraud_Kuhn LLC,misc_net,2.05,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,121bfa89400e7341df304a193c4c9ee8,1383381749,41.852203,-101.461414,0
280361,2020-10-04 06:59:22,581686439828,fraud_Nader-Heller,misc_net,217.67,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,6a18ff14f72d39c9e1710287141a4b33,1380869962,42.279983,-79.185936,0
